X1,16791
X2,1020
X3,1
X4,11
X5,6
X6,5
X7,1
X8,4011
X9,2006
X10,10878
X11,2
X12,1002
X13,1009
X14,13760
X15,27509
X16,4
X17,1
X18,2008
X19,1
X20,1
X21,1
X22,1
X23,1
X24,4
X25,1
X26,30
X27,13
X28,1
X29,2
X30,1
X31,6877
